"student_name","student_id","student_email","programme","year","address","contact","module_id","module_name","module_leader","lecturer1","lecturer2","faculty","building","room","exam_mark","coursework1","coursework2","coursework3"
"Victoria Young","114229454","VY1Y24@UoNEHT.ac.uk","German","3","635 Foster Avenue West Caseyton, MA 56786","001-685-214-6009x8364","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","9","4","10",""
"Victoria Young","114229454","VY1Y24@UoNEHT.ac.uk","German","3","635 Foster Avenue West Caseyton, MA 56786","001-685-214-6009x8364","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","29","","",""
"Victoria Young","114229454","VY1Y24@UoNEHT.ac.uk","German","3","635 Foster Avenue West Caseyton, MA 56786","001-685-214-6009x8364","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","3","6",""
"Mary Lambert","114269017","ML11Y24@UoNEHT.ac.uk","German","3","8957 Watson Shore West Williamton, MD 28379","+1-306-702-8324x1836","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","40","3","4",""
"Mary Lambert","114269017","ML11Y24@UoNEHT.ac.uk","German","3","8957 Watson Shore West Williamton, MD 28379","+1-306-702-8324x1836","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","32","4","1",""
"Mary Lambert","114269017","ML11Y24@UoNEHT.ac.uk","German","3","8957 Watson Shore West Williamton, MD 28379","+1-306-702-8324x1836","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","87","","",""
"Mary Lambert","114269017","ML11Y24@UoNEHT.ac.uk","German","3","8957 Watson Shore West Williamton, MD 28379","+1-306-702-8324x1836","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","17","29",""
"Victoria Ferguson","114278659","VF1Y24@UoNEHT.ac.uk","German","3","Unit 0212 Box 9355 DPO AA 42293","","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","70","0","5",""
"Victoria Ferguson","114278659","VF1Y24@UoNEHT.ac.uk","German","3","Unit 0212 Box 9355 DPO AA 42293","","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","45","2","4",""
"Victoria Ferguson","114278659","VF1Y24@UoNEHT.ac.uk","German","3","Unit 0212 Box 9355 DPO AA 42293","","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","68","","",""
"Victoria Ferguson","114278659","VF1Y24@UoNEHT.ac.uk","German","3","Unit 0212 Box 9355 DPO AA 42293","","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","22","3",""
"Christopher Clark","114367256","CC14Y24@UoNEHT.ac.uk","German","3","940 Joseph Ways Apt. 393 Obrienshire, GU 71662","001-839-633-6733x17617","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","35","4","1",""
"Christopher Clark","114367256","CC14Y24@UoNEHT.ac.uk","German","3","940 Joseph Ways Apt. 393 Obrienshire, GU 71662","001-839-633-6733x17617","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","7","5","7",""
"Christopher Clark","114367256","CC14Y24@UoNEHT.ac.uk","German","3","940 Joseph Ways Apt. 393 Obrienshire, GU 71662","001-839-633-6733x17617","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","32","","",""
"Christopher Clark","114367256","CC14Y24@UoNEHT.ac.uk","German","3","940 Joseph Ways Apt. 393 Obrienshire, GU 71662","001-839-633-6733x17617","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","23","36",""
"Joseph Salazar","114369392","JS34Y24@UoNEHT.ac.uk","German","3","92881 Bradley Prairie Suite 240 West Kimberlyville, NH 37894","001-424-290-4118x01084","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","52","5","0",""
"Joseph Salazar","114369392","JS34Y24@UoNEHT.ac.uk","German","3","92881 Bradley Prairie Suite 240 West Kimberlyville, NH 37894","001-424-290-4118x01084","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","59","6","10",""
"Joseph Salazar","114369392","JS34Y24@UoNEHT.ac.uk","German","3","92881 Bradley Prairie Suite 240 West Kimberlyville, NH 37894","001-424-290-4118x01084","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","95","","",""
"Joseph Salazar","114369392","JS34Y24@UoNEHT.ac.uk","German","3","92881 Bradley Prairie Suite 240 West Kimberlyville, NH 37894","001-424-290-4118x01084","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","44","8",""
"Christopher Young","114451049","CY2Y24@UoNEHT.ac.uk","German","3","092 Emily Gateway Nicoletown, AL 55697","","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","39","5","5",""
"Christopher Young","114451049","CY2Y24@UoNEHT.ac.uk","German","3","092 Emily Gateway Nicoletown, AL 55697","","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","37","3","5",""
"Christopher Young","114451049","CY2Y24@UoNEHT.ac.uk","German","3","092 Emily Gateway Nicoletown, AL 55697","","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","100","","",""
"Christopher Young","114451049","CY2Y24@UoNEHT.ac.uk","German","3","092 Emily Gateway Nicoletown, AL 55697","","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","46","46",""
"Anna Torres","114537252","AT7Y24@UoNEHT.ac.uk","German","3","022 Munoz Village East Natalie, AL 26119","001-640-754-0835x85236","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","68","8","2",""
"Anna Torres","114537252","AT7Y24@UoNEHT.ac.uk","German","3","022 Munoz Village East Natalie, AL 26119","001-640-754-0835x85236","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","15","9","2",""
"Anna Torres","114537252","AT7Y24@UoNEHT.ac.uk","German","3","022 Munoz Village East Natalie, AL 26119","001-640-754-0835x85236","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","87","","",""
"Anna Torres","114537252","AT7Y24@UoNEHT.ac.uk","German","3","022 Munoz Village East Natalie, AL 26119","001-640-754-0835x85236","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","16","32",""
"Dr. Mary Fowler","114575950","DM16Y24@UoNEHT.ac.uk","German","3","68816 Kimberly Skyway Cartershire, NH 87588","(761)537-4154","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","73","2","0",""
"Dr. Mary Fowler","114575950","DM16Y24@UoNEHT.ac.uk","German","3","68816 Kimberly Skyway Cartershire, NH 87588","(761)537-4154","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","0","4","9",""
"Dr. Mary Fowler","114575950","DM16Y24@UoNEHT.ac.uk","German","3","68816 Kimberly Skyway Cartershire, NH 87588","(761)537-4154","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","9","","",""
"Dr. Mary Fowler","114575950","DM16Y24@UoNEHT.ac.uk","German","3","68816 Kimberly Skyway Cartershire, NH 87588","(761)537-4154","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","35","24",""
"Christopher Morris","114613774","CM16Y24@UoNEHT.ac.uk","German","3","62869 Flynn Lock Suite 958 Richardside, VT 21295","001-218-395-7847","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","25","0","10",""
"Christopher Morris","114613774","CM16Y24@UoNEHT.ac.uk","German","3","62869 Flynn Lock Suite 958 Richardside, VT 21295","001-218-395-7847","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","64","9","0",""
"Christopher Morris","114613774","CM16Y24@UoNEHT.ac.uk","German","3","62869 Flynn Lock Suite 958 Richardside, VT 21295","001-218-395-7847","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","46","","",""
"Christopher Morris","114613774","CM16Y24@UoNEHT.ac.uk","German","3","62869 Flynn Lock Suite 958 Richardside, VT 21295","001-218-395-7847","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","13","9",""
"Brett Burnett","114687848","BB10Y24@UoNEHT.ac.uk","German","3","2513 Lee Extensions Suite 563 North Amber, MI 86180","312-256-6480x51260","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","79","9","3",""
"Brett Burnett","114687848","BB10Y24@UoNEHT.ac.uk","German","3","2513 Lee Extensions Suite 563 North Amber, MI 86180","312-256-6480x51260","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","26","3","1",""
"Brett Burnett","114687848","BB10Y24@UoNEHT.ac.uk","German","3","2513 Lee Extensions Suite 563 North Amber, MI 86180","312-256-6480x51260","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","96","","",""
"Brett Burnett","114687848","BB10Y24@UoNEHT.ac.uk","German","3","2513 Lee Extensions Suite 563 North Amber, MI 86180","312-256-6480x51260","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","5","25",""
"Joseph Robinson","114702188","JR27Y24@UoNEHT.ac.uk","German","3","1864 Bobby Bridge Suite 646 Andreachester, RI 18019","608-618-0080","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","35","7","0",""
"Joseph Robinson","114702188","JR27Y24@UoNEHT.ac.uk","German","3","1864 Bobby Bridge Suite 646 Andreachester, RI 18019","608-618-0080","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","50","9","0",""
"Joseph Robinson","114702188","JR27Y24@UoNEHT.ac.uk","German","3","1864 Bobby Bridge Suite 646 Andreachester, RI 18019","608-618-0080","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","83","","",""
"Joseph Robinson","114702188","JR27Y24@UoNEHT.ac.uk","German","3","1864 Bobby Bridge Suite 646 Andreachester, RI 18019","608-618-0080","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","3","36",""
"Charles Anderson","114727713","CA7Y24@UoNEHT.ac.uk","German","3","674 John Crest Lawrenceview, VT 67956","","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","48","2","5",""
"Charles Anderson","114727713","CA7Y24@UoNEHT.ac.uk","German","3","674 John Crest Lawrenceview, VT 67956","","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","9","1","10",""
"Charles Anderson","114727713","CA7Y24@UoNEHT.ac.uk","German","3","674 John Crest Lawrenceview, VT 67956","","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","91","","",""
"Charles Anderson","114727713","CA7Y24@UoNEHT.ac.uk","German","3","674 John Crest Lawrenceview, VT 67956","","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","9","37",""
"Nicholas Valencia","114806693","NV1Y24@UoNEHT.ac.uk","German","3","1058 Martin Plain Kristinchester, ME 38657","4328259798","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","12","9","8",""
"Nicholas Valencia","114806693","NV1Y24@UoNEHT.ac.uk","German","3","1058 Martin Plain Kristinchester, ME 38657","4328259798","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","54","6","8",""
"Nicholas Valencia","114806693","NV1Y24@UoNEHT.ac.uk","German","3","1058 Martin Plain Kristinchester, ME 38657","4328259798","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","4","","",""
"Nicholas Valencia","114806693","NV1Y24@UoNEHT.ac.uk","German","3","1058 Martin Plain Kristinchester, ME 38657","4328259798","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","39","20",""
"Jessica Thomas","114812701","JT10Y24@UoNEHT.ac.uk","German","3","3402 Mitchell Meadows Suite 200 East Kari, PA 19799","(582)596-4761","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","8","3","10",""
"Jessica Thomas","114812701","JT10Y24@UoNEHT.ac.uk","German","3","3402 Mitchell Meadows Suite 200 East Kari, PA 19799","(582)596-4761","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","79","0","3",""
"Jessica Thomas","114812701","JT10Y24@UoNEHT.ac.uk","German","3","3402 Mitchell Meadows Suite 200 East Kari, PA 19799","(582)596-4761","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","92","","",""
"Jessica Thomas","114812701","JT10Y24@UoNEHT.ac.uk","German","3","3402 Mitchell Meadows Suite 200 East Kari, PA 19799","(582)596-4761","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","42","0",""
"Vincent Douglas","114864236","VD1Y24@UoNEHT.ac.uk","German","3","921 Jennifer Squares South Yvonneland, PA 63995","+1-729-663-5354x09008","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","19","7","9",""
"Vincent Douglas","114864236","VD1Y24@UoNEHT.ac.uk","German","3","921 Jennifer Squares South Yvonneland, PA 63995","+1-729-663-5354x09008","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","28","4","6",""
"Vincent Douglas","114864236","VD1Y24@UoNEHT.ac.uk","German","3","921 Jennifer Squares South Yvonneland, PA 63995","+1-729-663-5354x09008","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","74","","",""
"Vincent Douglas","114864236","VD1Y24@UoNEHT.ac.uk","German","3","921 Jennifer Squares South Yvonneland, PA 63995","+1-729-663-5354x09008","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","6","38",""
"Christopher Anderson","114923337","CA8Y24@UoNEHT.ac.uk","German","3","00937 Reed Passage Suite 390 Dianeberg, NV 69987","231-757-1556x02302","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","55","6","3",""
"Christopher Anderson","114923337","CA8Y24@UoNEHT.ac.uk","German","3","00937 Reed Passage Suite 390 Dianeberg, NV 69987","231-757-1556x02302","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","34","2","5",""
"Christopher Anderson","114923337","CA8Y24@UoNEHT.ac.uk","German","3","00937 Reed Passage Suite 390 Dianeberg, NV 69987","231-757-1556x02302","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","57","","",""
"Christopher Anderson","114923337","CA8Y24@UoNEHT.ac.uk","German","3","00937 Reed Passage Suite 390 Dianeberg, NV 69987","231-757-1556x02302","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","6","24",""
"Sheila Bradley","114939892","SB12Y24@UoNEHT.ac.uk","German","3","20699 Delgado Haven Apt. 215 East Joshua, AZ 13421","479-406-7076","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","39","4","9",""
"Sheila Bradley","114939892","SB12Y24@UoNEHT.ac.uk","German","3","20699 Delgado Haven Apt. 215 East Joshua, AZ 13421","479-406-7076","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","4","8","10",""
"Sheila Bradley","114939892","SB12Y24@UoNEHT.ac.uk","German","3","20699 Delgado Haven Apt. 215 East Joshua, AZ 13421","479-406-7076","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","31","","",""
"Sheila Bradley","114939892","SB12Y24@UoNEHT.ac.uk","German","3","20699 Delgado Haven Apt. 215 East Joshua, AZ 13421","479-406-7076","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","30","20",""
"Kendra Maxwell","115034519","KM12Y24@UoNEHT.ac.uk","German","3","72693 Ford Pass Lake Meagan, WY 66256","847.277.2519","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","34","1","2",""
"Kendra Maxwell","115034519","KM12Y24@UoNEHT.ac.uk","German","3","72693 Ford Pass Lake Meagan, WY 66256","847.277.2519","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","63","2","3",""
"Kendra Maxwell","115034519","KM12Y24@UoNEHT.ac.uk","German","3","72693 Ford Pass Lake Meagan, WY 66256","847.277.2519","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","39","","",""
"Kendra Maxwell","115034519","KM12Y24@UoNEHT.ac.uk","German","3","72693 Ford Pass Lake Meagan, WY 66256","847.277.2519","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","23","15",""
"Emily Sloan","115109626","ES12Y24@UoNEHT.ac.uk","German","3","8528 Oneill Inlet North Henryside, SC 67757","9393716655","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","9","4","2",""
"Emily Sloan","115109626","ES12Y24@UoNEHT.ac.uk","German","3","8528 Oneill Inlet North Henryside, SC 67757","9393716655","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","57","7","10",""
"Emily Sloan","115109626","ES12Y24@UoNEHT.ac.uk","German","3","8528 Oneill Inlet North Henryside, SC 67757","9393716655","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","45","","",""
"Emily Sloan","115109626","ES12Y24@UoNEHT.ac.uk","German","3","8528 Oneill Inlet North Henryside, SC 67757","9393716655","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","9","14",""
"Lauren Long","115191378","LL4Y24@UoNEHT.ac.uk","German","3","5456 Barry Street Suite 708 Mooremouth, CT 74805","(955)845-1399x08776","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","4","10","5",""
"Lauren Long","115191378","LL4Y24@UoNEHT.ac.uk","German","3","5456 Barry Street Suite 708 Mooremouth, CT 74805","(955)845-1399x08776","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","2","3","8",""
"Lauren Long","115191378","LL4Y24@UoNEHT.ac.uk","German","3","5456 Barry Street Suite 708 Mooremouth, CT 74805","(955)845-1399x08776","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","20","","",""
"Lauren Long","115191378","LL4Y24@UoNEHT.ac.uk","German","3","5456 Barry Street Suite 708 Mooremouth, CT 74805","(955)845-1399x08776","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","13","12",""
"Julie Hale","115258003","JH37Y24@UoNEHT.ac.uk","German","3","328 Mills Points Apt. 139 West Taylor, FL 99178","001-647-825-9321x66821","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","14","8","9",""
"Julie Hale","115258003","JH37Y24@UoNEHT.ac.uk","German","3","328 Mills Points Apt. 139 West Taylor, FL 99178","001-647-825-9321x66821","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","79","5","2",""
"Julie Hale","115258003","JH37Y24@UoNEHT.ac.uk","German","3","328 Mills Points Apt. 139 West Taylor, FL 99178","001-647-825-9321x66821","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","99","","",""
"Julie Hale","115258003","JH37Y24@UoNEHT.ac.uk","German","3","328 Mills Points Apt. 139 West Taylor, FL 99178","001-647-825-9321x66821","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","1","25",""
"Scott Lamb","115303555","SL9Y24@UoNEHT.ac.uk","German","3","71513 Joseph Terrace Apt. 492 Perkinsland, ND 55954","673.799.1595x1492","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","78","6","6",""
"Scott Lamb","115303555","SL9Y24@UoNEHT.ac.uk","German","3","71513 Joseph Terrace Apt. 492 Perkinsland, ND 55954","673.799.1595x1492","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","75","4","9",""
"Scott Lamb","115303555","SL9Y24@UoNEHT.ac.uk","German","3","71513 Joseph Terrace Apt. 492 Perkinsland, ND 55954","673.799.1595x1492","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","3","","",""
"Scott Lamb","115303555","SL9Y24@UoNEHT.ac.uk","German","3","71513 Joseph Terrace Apt. 492 Perkinsland, ND 55954","673.799.1595x1492","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","28","6",""
"Becky Reed","115311463","BR8Y24@UoNEHT.ac.uk","German","3","18037 Sharp Green Lake Joshua, WA 04443","","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","48","1","5",""
"Becky Reed","115311463","BR8Y24@UoNEHT.ac.uk","German","3","18037 Sharp Green Lake Joshua, WA 04443","","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","37","1","0",""
"Becky Reed","115311463","BR8Y24@UoNEHT.ac.uk","German","3","18037 Sharp Green Lake Joshua, WA 04443","","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","82","","",""
"Becky Reed","115311463","BR8Y24@UoNEHT.ac.uk","German","3","18037 Sharp Green Lake Joshua, WA 04443","","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","5","17",""
"James Parks","115320948","JP13Y24@UoNEHT.ac.uk","German","3","908 Lane Lights Copelandburgh, DC 78072","363.845.3744x8794","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","33","10","2",""
"James Parks","115320948","JP13Y24@UoNEHT.ac.uk","German","3","908 Lane Lights Copelandburgh, DC 78072","363.845.3744x8794","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","43","0","9",""
"James Parks","115320948","JP13Y24@UoNEHT.ac.uk","German","3","908 Lane Lights Copelandburgh, DC 78072","363.845.3744x8794","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","22","","",""
"James Parks","115320948","JP13Y24@UoNEHT.ac.uk","German","3","908 Lane Lights Copelandburgh, DC 78072","363.845.3744x8794","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","36","4",""
"Blake Gibson","115334084","BG9Y24@UoNEHT.ac.uk","German","3","586 Sandra Stream Clarkchester, GA 38301","","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","80","8","4",""
"Blake Gibson","115334084","BG9Y24@UoNEHT.ac.uk","German","3","586 Sandra Stream Clarkchester, GA 38301","","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","16","8","9",""
"Blake Gibson","115334084","BG9Y24@UoNEHT.ac.uk","German","3","586 Sandra Stream Clarkchester, GA 38301","","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","66","","",""
"Blake Gibson","115334084","BG9Y24@UoNEHT.ac.uk","German","3","586 Sandra Stream Clarkchester, GA 38301","","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","0","9",""
"Courtney Bender","115358840","CB13Y24@UoNEHT.ac.uk","German","3","0975 Amanda Key Dawnville, PR 92519","","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","37","6","10",""
"Courtney Bender","115358840","CB13Y24@UoNEHT.ac.uk","German","3","0975 Amanda Key Dawnville, PR 92519","","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","60","2","8",""
"Courtney Bender","115358840","CB13Y24@UoNEHT.ac.uk","German","3","0975 Amanda Key Dawnville, PR 92519","","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","69","","",""
"Courtney Bender","115358840","CB13Y24@UoNEHT.ac.uk","German","3","0975 Amanda Key Dawnville, PR 92519","","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","0","22",""
"Joe Cox","115409870","JC22Y24@UoNEHT.ac.uk","German","3","6269 Robin Center Jenniferchester, IL 32482","7797652206","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","70","9","7",""
"Joe Cox","115409870","JC22Y24@UoNEHT.ac.uk","German","3","6269 Robin Center Jenniferchester, IL 32482","7797652206","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","46","2","5",""
"Joe Cox","115409870","JC22Y24@UoNEHT.ac.uk","German","3","6269 Robin Center Jenniferchester, IL 32482","7797652206","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","2","","",""
"Joe Cox","115409870","JC22Y24@UoNEHT.ac.uk","German","3","6269 Robin Center Jenniferchester, IL 32482","7797652206","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","16","49",""
"Kimberly Duncan","115434267","KD6Y24@UoNEHT.ac.uk","German","3","201 Bryan Centers Owensside, PA 73518","+1-211-551-5986x0402","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","16","8","7",""
"Kimberly Duncan","115434267","KD6Y24@UoNEHT.ac.uk","German","3","201 Bryan Centers Owensside, PA 73518","+1-211-551-5986x0402","GER3402","Practical Creative Writing","Bruce Schneider","Alexandra Thomas","Brian Willis","Faculty of Languages","B76","R2002","70","8","10",""
"Kimberly Duncan","115434267","KD6Y24@UoNEHT.ac.uk","German","3","201 Bryan Centers Owensside, PA 73518","+1-211-551-5986x0402","GER3403","Practical Rhetoric","Jeffrey Daniels","","","Faculty of Languages","B83","R1002","62","","",""
"Kimberly Duncan","115434267","KD6Y24@UoNEHT.ac.uk","German","3","201 Bryan Centers Owensside, PA 73518","+1-211-551-5986x0402","GER3404","Practical German Literature","Alexandra Thomas","","","Faculty of Languages","B98","R7049","","21","26",""
"Regina Larson","115493358","RL8Y24@UoNEHT.ac.uk","German","3","USNS Huff FPO AA 39253","","GER3401","Practical Formal Speech","Erik Edwards","Larry Carroll","","Faculty of Languages","B53","R4011","32","6","0",""
